sampling_date,depth,salinity,temperature,ta,dic,NO2,NO3,Chla,pH_s_somlit_temp_25,pH_s_somlit_temp_insi,diff_pH,pH_insi,Pt,Sit,year,quarter,monthd,month,week,CSC_flag,Patm,P,pH_calc,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,OmegaAragonite,OmegaCalcite,Nta,Ndic,pH18
2009-12-01T00:00:00Z,0,37.9,17.05,2539.05771,2224.54482,NA,NA,0.2,NA,NA,NA,NA,NA,NA,2009,4,12,December,48,15,1,0,8.114946819640364,1.2422910625163915e-5,358.17360713353435,359.43892821976607,358.17360713353435,359.43892821976607,358.17360713353435,359.4389300110994,0.0019899205846200226,2.2220132475481302e-4,3.3598465718628856,5.191413217564082,2545.7570707124014,2230.4143313984173,8.100313623720147
2009-12-01T00:00:00Z,50,38.01,17.21,2549.80986,2224.1447399999997,0.119,0.16,0.12,NA,NA,NA,NA,0.05448660468595181,1.9761123949494308,2009,4,12,December,48,15,1,5,8.125342272369986,1.1974613730106498e-5,347.06753744870696,348.29113923506424,346.98230282204867,348.20573448044183,349.39707128643204,356.7713134794528,0.0019827106896118966,2.2945943665799706e-4,3.4419952673259093,5.312899541416111,2549.139033938437,2223.5595927387526,8.113158975299477
2009-12-08T00:00:00Z,0,37.92,16.74,2546.5092,2227.54542,0.23,0.46,0.25,NA,NA,NA,NA,0.07686168044665896,2.048023257471103,2009,4,12,December,49,15,1,0,8.125298406424234,1.221644845958318e-5,349.0882758064383,350.32632042703517,349.0882758064383,350.32632042703517,349.0882758064383,350.32632213982663,0.001990298869915041,2.2503010162537565e-4,3.399432569121228,5.256355919616821,2551.881582278481,2232.2448829113923,8.105866296046006
2009-12-08T00:00:00Z,50,37.94,16.77,2547.80946,2229.79587,NA,NA,0.28,NA,NA,NA,NA,NA,NA,2009,4,12,December,49,15,1,5,8.12137560957272,1.2274420505341844e-5,351.09157574911734,352.3362564841557,351.00620196247576,352.25071053892407,353.4517075492913,360.95342541922747,0.0019930892977214737,2.2443215177318394e-4,3.364227266996532,5.198473270388803,2551.8386789667898,2233.322168160253,8.1024145186357
2009-12-15T00:00:00Z,0,37.97,15.99,2548.10952,2229.4458,NA,NA,0.22,NA,NA,NA,NA,NA,NA,2009,4,12,December,50,15,1,0,8.135837517520693,1.2140658036717156e-5,339.43727477226105,340.65254797716335,339.43727477226105,340.65254797716335,339.43727477226105,340.6525496224562,0.0019927391192885624,2.2456602267472022e-4,3.3849898814597994,5.242940453050144,2550.122774822228,2231.20727943113,8.10479966859438
2009-12-15T00:00:00Z,50,37.97,15.98,2547.9094800000003,2229.2457600000002,0.201,0.146,0.31,NA,NA,NA,NA,0.001945451272658861,1.16143440977734,2009,4,12,December,50,15,1,5,8.13416794550799,1.2130330698503159e-5,339.0479841120516,340.26201675644364,338.9670035646218,340.1808699404533,341.3334040587246,348.6511808204498,0.001992734341407303,2.2438108789419415e-4,3.3558663710053263,5.1949235211041485,2549.9225767711355,2231.007081380037,8.102979971489587
2009-12-22T00:00:00Z,0,37.86,14.51,2538.70764,2230.6960499999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,12,December,51,15,1,0,8.14429307375124,1.2388094270499275e-5,331.0875131810931,332.29537761194206,331.0875131810931,332.29537761194206,331.0875131810931,332.29537922718146,0.002001524573071366,2.1678338265813366e-4,3.2593069463734925,5.06508194455001,2548.0953597464345,2238.9447939778124,8.090323515283817
2009-12-22T00:00:00Z,50,38.01,14.81,2547.40938,2240.448,0.164,0.475,NA,NA,NA,NA,NA,0.04473239270924479,2.018792331834613,2009,4,12,December,51,15,1,5,8.133022661671383,1.2612753421984252e-5,340.46229438639256,341.6996361569907,340.38331592595944,341.62049119414877,342.7666037984733,350.2260705589021,0.002011645180009947,2.1619006656806912e-4,3.2234167508829934,5.002727841358286,2546.739185477506,2239.8585635359113,8.083748579124661
2009-12-29T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,12,December,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009-12-29T00:00:00Z,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,12,December,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-01-05T00:00:00Z,0,37.85,14.21,2544.3587700000003,2240.74806,NA,NA,0.29,NA,NA,NA,NA,NA,NA,2010,1,1,January,1,15,1,0,8.14114998649337,1.2646750603052925e-5,334.9004988750286,336.1269617275186,334.9004988750286,336.1269617275186,334.9004988750286,336.1269633907411,0.0020140671021587372,2.1403420723820895e-4,3.216189875994606,5.001283629341862,2554.4420940554824,2249.6281712021137,8.082545757339293
2010-01-05T00:00:00Z,50,37.89,14.27,2545.55901,2240.8980899999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,1,January,1,15,1,5,8.13949853021345,1.2608049284534965e-5,334.56418494172954,335.7884781600624,334.4877805781591,335.71191074828033,336.8328435896606,344.2141957446483,0.0020136981414609787,2.1459189925448588e-4,3.1983223240951535,4.9698408498126,2552.949125890736,2247.4037323832144,8.081832962230399
2010-01-12T00:00:00Z,0,37.88,14,2542.30836,2246.9493,NA,NA,0.21,NA,NA,NA,NA,NA,NA,2010,1,1,January,2,15,1,0,8.130756065616337,1.3088005825587357e-5,344.41900811051613,345.68372849704537,344.41900811051613,345.68372849704537,344.41900811051613,345.6837302640248,0.0020252858526508826,2.0857544152353043e-4,3.1322100753056663,4.872748581502128,2550.362135163675,2254.067407602957,8.068965158251842
2010-01-12T00:00:00Z,50,37.89,14.04,2547.1093199999996,2246.84928,0.278,0.724,0.18,NA,NA,NA,NA,0.032088241904664236,2.525247400800394,2010,1,1,January,2,15,1,5,8.135478028963272,1.2850059778365892e-5,338.5919811340737,339.8346615113719,338.5151614925441,339.7576770903845,340.8897969986529,348.3822466338481,0.0020223558209702336,2.1164339925140008e-4,3.1528073082505896,4.901479044083687,2554.5039366587484,2253.3721995249402,8.074269032713907
2010-01-19T00:00:00Z,0,37.87,13.63,2547.5094,2250.7500600000003,0.305,0.849,0.39,NA,NA,NA,NA,0.03986440305283567,2.4647868716814254,2010,1,1,January,3,15,1,0,8.138064253623957,1.300477911854748e-5,338.3294491559515,339.5776891947373,338.3294491559515,339.5776891947373,338.3294491559515,339.57769091325224,0.0020283668903804536,2.0937839050099932e-4,3.1421965439582107,4.89205215781651,2556.25448111962,2258.4764267230003,8.070484355730791
2010-01-19T00:00:00Z,50,37.96,13.75,2548.65963,2257.9515,0.208,1.505,0.15,NA,NA,NA,NA,0.03889043096876094,2.3937060261272363,2010,1,1,January,3,15,1,5,8.123126488226585,1.341689591529364e-5,350.5249001184755,351.8161686436426,350.4460000848165,351.7370982757828,352.9061100261564,360.6918269212069,0.0020391216324458076,2.0541297163889868e-4,3.056697989259432,4.754731049479048,2551.3452565858797,2260.330795574289,8.057508354032988
2010-01-25T00:00:00Z,0,37.72,13.07,2532.65643,2247.04932,0.294,1.215,0.62,NA,NA,NA,NA,0.06903340161790125,2.6456321943987233,2010,1,1,January,4,15,1,0,8.13175847225327,1.3411792666775558e-5,342.608384624264,343.881515431845,342.608384624264,343.881515431845,342.608384624264,343.88151721523394,0.0020319922371169244,2.0164529021630005e-4,3.0259209376064153,4.716791726088312,2551.456636797455,2263.7294316012726,8.055557414746291
2010-01-25T00:00:00Z,50,37.9,13.33,2546.15913,2252.00031,NA,NA,0.31,NA,NA,NA,NA,NA,NA,2010,1,1,January,4,15,1,5,8.136636148785286,1.3093664609381741e-5,337.5456147988924,338.7957530842402,337.4706300031827,338.7206048931866,339.84202609725753,347.3801906798225,0.0020314663794206043,2.074402659700137e-4,3.085448829854749,4.803727027383969,2552.877227968338,2257.9422633245385,8.06442143550396
2010-02-02T00:00:00Z,0,37.94,13.22,2546.65923,2255.60103,0.401,0.159,0.3,NA,NA,NA,NA,0.09430045030701084,2.4080640763965553,2010,1,2,February,5,15,1,0,8.13417565637463,1.3301800416418819e-5,341.8169307102661,343.08467951108105,341.8169307102661,343.08467951108105,341.8169307102661,343.08468128057933,0.002036887620917107,2.054116086664743e-4,3.0788709995798498,4.797258293066125,2550.686629942014,2259.1681375856615,8.060268849784807
2010-02-02T00:00:00Z,50,37.93,13.26,2547.20934,2253.3505800000003,0.33,0.959,0.28,NA,NA,NA,NA,0.05249798033475384,2.409073986472593,2010,1,2,February,5,15,1,5,8.13652624592001,1.3127105590447207e-5,337.7290092909778,338.9809491508682,337.6541275728412,338.9059040129824,340.0272317355658,347.5763340236117,0.002033097772831327,2.0712570157822597e-4,3.0797324900234786,4.7954214919297025,2551.9102272607433,2257.5091494858953,8.063221580577135
2010-02-11T00:00:00Z,0,37.92,13.2,2544.4087799999998,2251.85028,NA,NA,0.3,NA,NA,NA,NA,NA,NA,2010,1,2,February,6,15,1,0,8.137807428554659,1.3169165218222738e-5,338.15961425896654,339.41411503560107,338.15961425896654,339.41411503560107,338.15961425896654,339.41411676817285,0.0020322632683776737,2.0641784640410373e-4,3.0942468220071175,4.821463884314378,2549.776731012658,2256.601018987342,8.063569908892742
2010-02-11T00:00:00Z,50,37.92,13.22,2545.75905,2248.64964,0.303,0.974,0.36,NA,NA,NA,NA,0.038887370080906716,2.371157390683287,2010,1,2,February,6,15,1,5,8.142878474842089,1.2908485940562494e-5,331.6724075250652,332.9025180397211,331.59896619417043,332.8289162928668,333.9297315433554,341.34724572787104,0.002026604001501945,2.0913715255749246e-4,3.109598827850433,4.842342719796348,2551.1298496835443,2253.3936265822786,8.068906832958465
2010-02-16T00:00:00Z,0,37.96,13.2,2546.95929,2254.85088,0.308,0.814,0.3,NA,NA,NA,NA,0.05735690808340353,2.3846863648913366,2010,1,2,February,7,15,1,0,8.136034971100447,1.3240821901178693e-5,340.076529568164,341.3381443583252,340.076529568164,341.3381443583252,340.076529568164,341.33814611059574,0.002035526463448231,2.0608359465059016e-4,3.0884231281875234,4.812281240119619,2549.643124868282,2257.2269083245524,8.061804137378669
2010-02-16T00:00:00Z,50,37.96,13.24,2547.30936,2255.10093,0.31,0.952,0.29,NA,NA,NA,NA,0.03791419627338248,2.163053505340411,2010,1,2,February,7,15,1,5,8.133761667502524,1.323237993322432e-5,340.28330975504497,341.54504506549165,340.2078898288735,341.46946047456885,342.59907629569415,350.2072661313072,0.0020358098702319503,2.060586798348254e-4,3.06314004543672,4.769697161718469,2549.993563751317,2257.4772218124344,8.060168713529174
2010-02-23T00:00:00Z,0,NA,NA,NA,NA,0.283,1.307,0.38,NA,NA,NA,NA,NA,NA,2010,1,2,February,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-02-23T00:00:00Z,50,NA,NA,NA,NA,0.327,0.629,0.34,NA,NA,NA,NA,NA,NA,2010,1,2,February,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-02T00:00:00Z,0,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,2010,1,3,March,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-02T00:00:00Z,50,NA,NA,NA,NA,0.375,0.61,0.43,NA,NA,NA,NA,NA,NA,2010,1,3,March,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-03-09T00:00:00Z,0,37.5,12.51,2542.5584099999996,2250.0999300000003,0.404,0.777,0.76,NA,NA,NA,NA,0.10306961240993409,2.715787051518358,2010,1,3,March,10,15,1,0,8.153265396870605,1.2951512484331417e-5,324.6806904633701,325.8958830945022,324.6806904633701,325.8958830945022,324.6806904633701,325.8958847153579,0.0020309127391310773,2.062356783845918e-4,3.096026419287425,4.832102111084368,2576.4591887999995,2280.1012624000005,8.06817707906441
2010-03-09T00:00:00Z,50,37.63,12.81,2543.0085,2248.9497,0.45,1.058,0.53,NA,NA,NA,NA,0.10306559259190985,3.2582339695800937,2010,1,3,March,10,15,1,5,8.147813971326405,1.2929337268970645e-5,327.43976231842294,328.660571716072,327.36837673192997,328.5890287586993,329.6714854815411,337.0333408726396,0.002028888392223603,2.071319705074266e-4,3.083095471843948,4.805841836196648,2568.0128355035877,2271.062678713792,8.067434710522384
2010-03-16T00:00:00Z,0,37.86,13,2545.85907,2254.4508,NA,NA,0.34,NA,NA,NA,NA,NA,NA,2010,1,3,March,11,15,1,0,8.139512302460737,1.3207838020029258e-5,336.9279611929655,338.18110018133,336.9279611929655,338.18110018133,336.9279611929655,338.1811019086444,0.0020355457470486557,2.056972149313148e-4,3.083534141271615,4.806858277102085,2555.273234548336,2262.7873851030113,8.062156921011548
2010-03-16T00:00:00Z,50,37.97,13.15,2549.5598099999997,2256.90129,0.381,1.57,0.18,NA,NA,NA,NA,0.07193790157980784,3.518152240774657,2010,1,3,March,11,15,1,5,8.135376163428468,1.3221282218758387e-5,339.0651134969311,340.3237810628146,338.99016811215125,340.24867172582077,341.3733175472123,348.963105298601,0.002037371335210117,2.063086725711243e-4,3.0661113541693537,4.775159118579222,2551.574210692652,2258.6844619436397,8.060370434856651
2010-03-23T00:00:00Z,0,37.86,13.27,2542.7084400000003,2254.10073,0.231,0.475,0.73,NA,NA,NA,NA,0.07583457249869817,3.229774997957376,2010,1,3,March,12,15,1,0,8.13072054249595,1.3398707280283975e-5,344.6875574541338,345.96513831082314,344.6875574541338,345.96513831082314,344.6875574541338,345.96514010825354,0.002036874161256589,2.0382786146312668e-4,3.0570194667278403,4.76295088679144,2552.110954041205,2262.436020602219,8.057617230045755
2010-03-23T00:00:00Z,50,37.9,13.23,2544.7088400000002,2251.80027,0.196,0.517,0.82,NA,NA,NA,NA,0.0991644904400953,3.703113177316893,2010,1,3,March,12,15,1,5,8.135943637177556,1.3151392293942443e-5,337.9807016291131,339.2340565135956,337.90585256358264,339.159043987582,340.28087857239495,347.8385453400176,0.0020322589005927123,2.0638997711334568e-4,3.0692157725998537,4.779415924416475,2551.4231113456467,2257.7416955145122,8.06217763377855
2010-03-30T00:00:00Z,0,37.84,13.82,2542.45839,2247.19935,0.159,0.433,0.43,NA,NA,NA,NA,0.060286493724123584,3.7484586017176844,2010,1,3,March,13,15,1,0,8.133538494392738,1.3067216345237535e-5,341.8957039993336,343.15404569991506,341.8957039993336,343.15404569991506,341.8957039993336,343.1540474477738,0.0020257961146148873,2.0833601903987554e-4,3.128328184034339,4.868643067420006,2553.2087426004223,2256.7012499999996,8.068935626822082
2010-03-30T00:00:00Z,50,37.9,13.41,2542.15833,2248.24956,0.296,0.363,0.49,NA,NA,NA,NA,0.04569511807591708,2.6405944828551235,2010,1,3,March,13,15,1,5,8.13528841013521,1.3087142660706252e-5,338.21686284190565,339.46820548932703,338.14154401925526,339.3927228331617,340.51719626468577,348.0625381300123,0.002028070462037758,2.0709195530153575e-4,3.0807631150996118,4.7956560906725745,2548.8658717678104,2254.181616886544,8.064322816739638
2010-04-06T00:00:00Z,0,37.72,13.94,2544.75885,2246.09913,0.113,0.131,0.54,NA,NA,NA,NA,0.057376025945518855,2.56344414224386,2010,2,4,April,14,15,1,0,8.138461056159366,1.287164964854399e-5,337.79698518650207,339.03833113386753,337.79698518650207,339.03833113386753,337.79698518650207,339.03833283572186,0.0020224336287404878,2.1079385161096894e-4,3.168488107944005,4.930282679548095,2563.648894485684,2262.772188229056,8.075684015815815
2010-04-06T00:00:00Z,50,37.86,13.62,2544.30876,2248.89969,0.181,0.644,0.52,NA,NA,NA,NA,0.07195077945523075,2.7574650072301945,2010,2,4,April,14,15,1,5,8.134644506713553,1.304100976311789e-5,339.1479917686068,340.39941295445215,339.0720078836671,340.32326455068477,341.45296324563157,348.9985563291504,0.002027613050708471,2.082456295284114e-4,3.1000694540479383,4.823758994037196,2553.7171917591127,2257.2157480190176,8.066935377043446
2010-04-13T00:00:00Z,0,37.74,13.86,2538.9076800000003,2252.60043,0.179,NA,0.5,NA,NA,NA,NA,0.007779553037940671,1.905018050165722,2010,2,4,April,15,15,1,0,8.119739225435731,1.3554935413901739e-5,354.8939367062052,356.1994693830058,354.8939367062052,356.1994693830058,354.8939367062052,356.199471264693,0.0020363009263827097,2.027445682033885e-4,3.0466120238072683,4.741365755884339,2556.398829888712,2268.1191399046106,8.05585382548027
2010-04-13T00:00:00Z,50,37.86,13.75,2542.6584299999995,2246.09913,NA,NA,0.26,NA,NA,NA,NA,NA,NA,2010,2,4,April,15,15,1,5,8.13501286119026,1.2966469632082703e-5,338.5663593621588,339.8135583891777,338.4902111419222,339.73724576936337,340.86633168665884,348.3863298167008,0.002024030801577847,2.091018587900702e-4,3.1136558192122528,4.843607353029337,2552.0607591125195,2254.4048320126785,8.069321901603123
2010-04-20T00:00:00Z,0,37.79,14.78,2541.85827,2240.74806,NA,NA,0.42,NA,NA,NA,NA,NA,NA,2010,2,4,April,16,15,1,0,8.129242620217468,1.2836434500180773e-5,345.75922593487456,347.01630562101275,345.75922593487456,347.01630562101275,345.75922593487456,347.01630737251395,0.0020151997316871203,2.1271189381269896e-4,3.2014335871926956,4.972474100374617,2555.983441651231,2253.199954485314,8.079528186814775
2010-04-20T00:00:00Z,50,37.9,13.65,2544.30876,2251.2001499999997,0.181,0.114,0.09,NA,NA,NA,NA,0.016528837499610108,1.9406799793659866,2010,2,4,April,16,15,1,5,8.130020631263191,1.3190907419234873e-5,343.4420664803059,344.70885215767896,343.3650267943579,344.6316457805389,345.77597704401023,353.4141805139851,0.0020311889130382897,2.0682032954247483e-4,3.0782291777206034,4.789369357134899,2551.0219757255936,2257.1399920844324,8.062810773938072
2010-04-27T00:00:00Z,0,37.78,15.16,2541.0081,2232.49641,0.013,NA,0.13,NA,NA,NA,NA,0.059333833202676364,2.0008146704574634,2010,2,4,April,17,15,1,0,8.135432742963355,1.2464380136392763e-5,339.5937324758518,340.8224351469726,339.5937324758518,340.8224351469726,339.5937324758518,340.82243682299963,0.0020025181256957125,2.175139041678945e-4,3.276665290364074,5.085149237297212,2555.8048650079404,2245.4966537850714,8.091563866713182
2010-04-27T00:00:00Z,50,37.83,14.04,2545.2589500000004,2242.1983499999997,0.092,0.183,0.27,NA,NA,NA,NA,0.039869010113416724,1.9030159217550373,2010,2,4,April,17,15,1,5,8.14103735284663,1.2652401616499255e-5,333.271274264139,334.49441970524134,333.19569656634525,334.4186798872204,335.5329817583558,342.9076495279596,0.0020161125477767784,2.134334006067219e-4,3.1807396604584817,4.9450790603113886,2556.696804123712,2252.2743140364787,8.079795526288853
2010-05-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,5,May,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-04T00:00:00Z,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,5,May,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-05-11T00:00:00Z,0,37.7,16.39,2540.25795,2235.14694,NA,NA,0.35,NA,NA,NA,NA,NA,NA,2010,2,5,May,19,15,1,0,8.112149606998667,1.2812651074226477e-5,361.9415925402268,363.2309278166475,361.9415925402268,363.2309278166475,361.9415925402268,363.230929671571,0.002006210794100298,2.161234948254751e-4,3.266986720049645,5.056366986208018,2560.4722042440317,2252.9332551724137,8.087352823657614
2010-05-11T00:00:00Z,50,37.95,13.97,2542.70844,2247.2493600000003,0.122,NA,0.36,NA,NA,NA,NA,0.05250488884774214,2.0467183523055037,2010,2,5,May,19,15,1,5,8.128518262569761,1.3096702615853956e-5,344.4660097610734,345.7313875549345,344.38797914627634,345.65318930669275,346.80426090838307,354.4336343311524,0.0020258130392212482,2.0833961816289827e-4,3.1018870978981474,4.822854361261954,2546.0585169960473,2250.21016284585,8.066274149972267
2010-05-18T00:00:00Z,0,37.63,16.66,2539.40778,2218.79367,0.049,NA,0.24,NA,NA,NA,NA,0.06714567465848137,2.7374026494827257,2010,2,5,May,20,15,1,0,8.133507732723327,1.197440800739772e-5,340.8239001675956,342.03384535607915,340.8239001675956,342.03384535607915,340.8239001675956,342.0338469914947,0.001980708390203183,2.2611087178941953e-4,3.4219305959822766,5.2931062707110375,2564.3767111347324,2240.6101371246345,8.112825228358464
2010-05-18T00:00:00Z,50,37.88,14.43,2540.0579099999995,2237.34738,0.017,NA,0.34,NA,NA,NA,NA,0.028201302179596866,2.0363285091060632,2010,2,5,May,20,15,1,5,8.13453092455009,1.2691665104052221e-5,338.41310538492445,339.64896434783304,338.33548166884844,339.57117556921634,340.70658227579565,348.15750031555103,0.002011474241533316,2.1318147336263157e-4,3.1786342030097243,4.937604862561254,2548.1045559662084,2244.4350696937695,8.079372494610785
2010-05-25T00:00:00Z,0,37.49,18.06,2545.45899,2230.84608,NA,NA,0.3,NA,NA,NA,NA,NA,NA,2010,2,5,May,21,15,1,0,8.103512656801714,1.2534368710440071e-5,371.22981817453285,372.524725677287,371.22981817453285,372.524725677287,371.22981817453285,372.52472756101247,0.001994849674159223,2.2346203713033622e-4,3.3979677214875066,5.238953005889378,2580.0864662576687,2261.1936793811683,8.10442952770301
2010-05-25T00:00:00Z,50,37.94,14.31,2543.35857,2244.04872,NA,NA,0.49,NA,NA,NA,NA,NA,NA,2010,2,5,May,21,15,1,5,8.129825468200837,1.2916262651437097e-5,343.2585034099413,344.51398368413214,343.1799960926185,344.4353089823198,345.5857927007847,353.15513279030506,0.0020200542476315544,2.1107820971700777e-4,3.1451748278107643,4.886702800085832,2547.380750131787,2247.597558249868,8.072837707271955
2010-06-01T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,6,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-01T00:00:00Z,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,6,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010-06-08T00:00:00Z,0,37.46,21.47,2543.4085800000003,2216.4432,0.007,0.074,0.29,NA,NA,NA,NA,0.07795465604434298,0.9909985649637101,2010,2,6,June,23,15,1,0,8.071364782299522,1.2398689863260391e-5,403.5441201500012,404.8932266679596,403.5441201500012,404.8932266679596,403.5441201500012,404.893228739947,0.0019711137372010754,2.3293077293566424e-4,3.581660719008811,5.473297368691525,2580.072772023492,2248.394063000534,8.124480082905672
2010-06-08T00:00:00Z,50,37.92,14.7,2541.60822,2239.34778,0.08,0.017,0.38,NA,NA,NA,NA,0.029174577081020718,1.3323056866999463,2010,2,6,June,23,15,1,5,8.128965624743762,1.2783305178603218e-5,343.7442073057056,344.9952316558847,343.66475335681594,344.9156097737977,346.07162135687975,353.6136898456515,0.0020135022433967757,2.1306223142462084e-4,3.1779265011345066,4.933544737431194,2546.9702626582275,2244.0721424050635,8.07801479456149
2010-06-15T00:00:00Z,0,37.65,21.38,2540.40798,2219.4438,0.003,0.131,NA,NA,NA,NA,NA,0.03215097378035927,2.2875904980691986,2010,2,6,June,24,15,1,0,8.06156141598556,1.273376344071473e-5,413.8692505710029,415.2544338545276,413.8692505710029,415.2544338545276,413.8692505710029,415.25443603801716,0.001978010452863783,2.2869958369550216e-4,3.510525357565787,5.365153622099566,2564.023990438247,2240.076079681275,8.113244054717788
2010-06-15T00:00:00Z,50,37.93,15.67,2538.6076199999998,2227.4454,0.003,NA,NA,NA,NA,NA,NA,0.055443137600451296,2.331529839092662,2010,2,6,June,24,15,1,5,8.12858041287344,1.239883840121558e-5,343.2963375937267,344.53042654536813,343.2149753886767,344.4488960982222,345.61288652128974,353.05186882048184,0.0019959768503385483,2.190697112602361e-4,3.2748084557397825,5.073106336576037,2543.2926327445293,2231.556161349855,8.092624312715357
2010-06-23T00:00:00Z,0,37.52,21.83,2540.95809,2218.69365,NA,NA,0.21,NA,NA,NA,NA,NA,NA,2010,2,6,June,25,15,1,0,8.058403403385363,1.270574599462804e-5,417.67607339300514,419.06624545860126,417.67607339300514,419.06624545860126,417.67607339300514,419.0662476615782,0.0019759883484379496,2.299995555674222e-4,3.539585255610575,5.403333215640153,2573.4650165245203,2247.077790511727,8.116940946802652
2010-06-23T00:00:00Z,50,37.94,15.44,2539.85787,2228.6956499999997,NA,NA,0.3,NA,NA,NA,NA,NA,NA,2010,2,6,June,25,15,1,5,8.132067600950268,1.2372385378581209e-5,340.2365461164726,341.4632055663055,340.1563628029717,341.38285558510154,342.53428365142264,349.9287126425958,0.001997239193592242,2.1908407102917682e-4,3.2729638807109125,5.072820854155249,2543.8745139694256,2232.2202082235103,8.092546089842033
2010-06-29T00:00:00Z,0,37.26,23.56,2539.45779,2216.9433,0.017,0.252,NA,NA,NA,NA,NA,0.05070774422983035,4.250674174958279,2010,2,6,June,26,15,1,0,8.035601110156744,1.2932116016054501e-5,444.2609696689156,445.7085066959156,444.2609696689156,445.7085066959156,444.2609696689156,445.7085090997138,0.001972978219612809,2.3103296437113692e-4,3.586042306781438,5.448308597731897,2589.8925394524963,2260.972769726248,8.120359301776551
2010-06-29T00:00:00Z,50,37.97,14.52,2538.80766,2239.8478800000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,6,June,26,15,1,5,8.126249377080109,1.293094109669364e-5,345.91440167964754,347.1762170717574,345.834807650134,347.0964541385251,348.25798007452914,355.86529392935216,0.0020161431619892902,2.107737769140167e-4,3.141459859655882,4.8786739593136295,2540.8135654464054,2241.617578087965,8.072533773115408
2010-07-06T00:00:00Z,0,37.62,24.75,2545.45899,2217.64344,0.014,0.069,0.19,NA,NA,NA,NA,0.05558809329750007,1.1897802425078963,2010,3,7,July,27,15,1,0,8.021033826668932,1.3010317475956254e-5,461.6120683151652,463.0944215212125,461.6120683151652,463.0944215212125,461.6120683151652,463.0944240528209,0.001969764813579757,2.3486830894428612e-4,3.6532685977484123,5.529012388664161,2571.170696969697,2240.043878787879,8.123760568932664
2010-07-06T00:00:00Z,50,37.95,15.01,2539.55781,2239.1977500000003,0.047,0.136,0.32,NA,NA,NA,NA,0.03306600605247718,1.1981564546074082,2010,3,7,July,27,15,1,5,8.120974075507899,1.2929344416200923e-5,351.0064537266054,352.27888944991054,350.9246329932416,352.1968969818178,353.3804734648518,361.05129874267135,0.00201435796687701,2.11910438706789e-4,3.1623550797887336,4.905995085258157,2542.9037359683794,2242.1479446640315,8.074855868969049
2010-07-13T00:00:00Z,0,37.47,24.62,2546.3591699999997,2213.4426000000003,0.008,0.076,0.19,NA,NA,NA,NA,0.034135501681473925,1.4609994719670838,2010,3,7,July,28,15,1,0,8.032453593531642,1.2670431688299742e-5,447.7271023716709,449.16712909990304,447.7271023716709,449.16712909990304,447.7271023716709,449.1671314879605,0.0019624591382242304,2.3831303008747026e-4,3.709194978210909,5.6165620402218215,2582.376526821457,2244.7509687750203,8.133330660346896
2010-07-13T00:00:00Z,50,37.94,14.59,2540.0078999999996,2235.24696,0.014,0.069,0.29,NA,NA,NA,NA,0.02528365328137485,1.2000010826621756,2010,3,7,July,28,15,1,5,8.13475099047183,1.2611368429710483e-5,338.02773230736824,339.25966898493374,337.9498210734438,339.1815926776053,340.3173193092013,347.74442579443485,0.0020081116214757735,2.1452397009451553e-4,3.198502912171185,4.966602863381208,2544.0247812335265,2238.7818787559304,8.082069329973146
